,曲名,発売日,表示回数,歌詞
0,月に吠える,2021-10-06,"62,031",路傍の月に吠える影一つ町を行く満ちることも知らないで夜はすっと深くまで気が付けば人溜まりこの顔を眺めているおれの何がわかるかと獣の振りをする一切合切放り出したいの生きているって教えてほしいの月に吠えるように歌えば嗚呼、鮮やかにアイスピックで地球を砕いてこの悪意で満たしてみたいの月に吠えるように歌えば嗚呼、我が儘にお前の想うが儘に青白い路傍の月何処だろう、と人は言う誰にも見えていないのかこの醜い獣指を差した方へ向く顔の無いまま動く何かがおれを見ている波止場のあの影で一切合切信じていないの誰もお前に期待していないの月に吠えるように歌えば嗚呼、鮮やかに硬いペンを湖月に浸して波に線を描いてみたいの月に吠えるように歌えば嗚呼、艶やかに時間の赴くままに皆おれをかわいそうな病人と、そう思っている！一切合切放り出したいのま、まだ世界を犯し足りないの月に吠えるように歌えば、嗚呼鮮やかにアイスピックで頭蓋を砕いて温いスープで満たしてほしいの月に吠えるように歌えよ嗚呼、喉笛の奥に住まう獣よこの世界はお前の想うが儘に路傍の月に吠えるこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,盗作,2020-07-29,"153,272",「音楽の切っ掛けは何だっけ。父の持つレコードだったかな。音を聞くことは気持ちが良い。聞くだけなら努力もいらない。前置きはいいから話そう。ある時、思い付いたんだ。この歌が僕の物になれば、この穴は埋まるだろうか。だから、僕は盗んだ」嗚呼、まだ足りない。全部足りない。何一つも満たされない。このまま一人じゃあ僕は生きられない。もっと知りたい。愛を知りたい。この心を満たすくらい美しいものを知りたい。「ある時に、街を流れる歌が僕の曲だってことに気が付いた。売れたなんて当たり前さ。名作を盗んだものだからさぁ！彼奴も馬鹿だ。こいつも馬鹿だ。褒めちぎる奴等は皆馬鹿だ。群がる烏合の衆、本当の価値なんてわからずに。まぁ、それは僕も同じか」嗚呼、何かが足りない。これだけ盗んだのに少しも満たされない。上面の言葉一つじゃ満たされない。愛が知りたい。金が足りない。この妬みを満たすくらい美しいものを知りたい。「音楽の切っ掛けが何なのか、今じゃもう忘れちまったが欲じゃないことは覚えてる。何か綺麗なものだったな。化けの皮なんていつか剥がれる。見向きもされない夜が来る。その時に見られる景色が心底楽しみで。そうだ。何一つもなくなって、地位も愛も全部なくなって。何もかも失った後に見える夜は本当に綺麗だろうから、本当に、本当に綺麗だろうから、僕は盗んだ」嗚呼、まだ足りない。もっと書きたい。こんな詩じゃ満たされない。君らの罵倒じゃあ僕は満たされない。まだ知らない愛を書きたい。この心を満たすくらい美しいものを知りたい。まだ足りない。まだ足りない。まだ足りない。まだ足りない。まだ足りない。僕は足りない。ずっと足りないものがわからない。まだ足りない。もっと知りたい。この身体を溶かすくらい美しい夜を知りたい。この歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,逃亡,2020-07-29,"78,346",夏の匂いがしてたあぜ道、ひとつ入道雲夜が近づくまで今日は歩いてみようよ隣の町の夜祭りに行くんだ温い夜、誘蛾灯の日暮、鼻歌、軒先の風鈴、坂道を下りた向こう側、祭り屋台の憧憬夜が近付くまで今日は歩いてみようよ上を向いて歩いた、花が夜空に咲いてる夏の匂いがしてたあぜ道のずっと向こうへ誰一人人の居ない街を探すんだねぇ、こんな生活はごめんださようなら、手を振る影一つ、夜待ち、鼻先のバス停思い出の中の風景はつまらぬほど綺麗で夜が近付くまで今日も歩いていたんだ目蓋を閉じれば見える、夏の匂いがするさぁ、もっと遠く行こうよさぁ、もっと逃げて行こうぜさぁ、僕らつまらないことは全部放っといて道の向こうへ夏の匂いがしてたあぜ道、ひとつ入道雲誰一人人の居ない街で気付くんだ君も居ないことにやっと温い夜、誘蛾灯の日暮、鼻歌、軒先の風鈴、坂道を下りた向こう側、祭り屋台の憧憬大人になってもずっと憶えてるからねぇ遠くへ行こうよ、あの丘の向こうへさぁ、もっと遠く行こうよさぁ、もっと逃げて行こうぜさぁ、僕らつまらないことは全部放っといて道の向こうへこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,冬眠,2018-05-09,"92,164",雨の上がる校庭で昨日の花火を思い出したあの時の君のぼうとした顔、風にまだ夏の匂いがする秋になって　冬になって長い眠りについたあとに雲に乗って　風に乗って遠くに行こうよ　ここじゃ報われないよ花の揺れる校庭で昨日の夕陽を思い出したあの時の透けて凜とした君　頬にまだ夏が残っている春になって　夏を待って深い眠りが覚めた頃に水になって　花になって空を見ようよ　言葉とかいらないよ神様なんていないから夢は叶うなんて嘘だから仕事も学校も全部辞めにしよう忘れることが自然なら想い出なんて言葉作るなよ忘れないよう口に蓋して君を待って　夏が去っていつか終わりが見えるころに雲に乗って　風に乗って眠るみたいに　ただ秋になって　冬になって長い眠りについたあとに雲に乗って　風に乗って遠くに行こうよここじゃ報われないよ君とだけ生きたいよこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ノーチラス,2019-08-28,"173,620",時計が鳴ったからやっと眼を覚ました昨日の風邪がちょっと嘘みたいだ出かけようにも、あぁ、予報が雨模様だどうせ出ないのは夜が明けないから喉が渇くとか、心が痛いとか、人間の全部が邪魔してるんだよさよならの速さで顔を上げていつかやっと夜が明けたらもう目を覚まして。見て。寝ぼけまなこの君を何度だって描いているから傘を出してやっと外に出てみようと決めたはいいけど、靴を捨てたんだっけ裸足のままなんて度胸もある訳がないやどうでもいいかな何がしたいんだろう夕飯はどうしよう晴れたら外に出よう人間なんてさ見たくもないけどこのままの速さで今日を泳いで君にやっと手が触れたらもう目を覚まして。見て。寝ぼけまなこの君を忘れたって覚えているから丘の前には君がいて随分久しいねって、笑いながら顔を寄せてさぁ、二人で行こうって言うんだラップランドの納屋の下ガムラスタンの古通り夏草が邪魔をするこのままの速さで今日を泳いで君にやっと手が触れたらもう目を覚まして。見て。君を忘れた僕をさよならの速さで顔を上げていつかやっと夜が明けたらもう目を覚まして。見て。寝ぼけまなこの君を何度だって描いているからこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,八月、某、月明かり,2019-04-10,"253,743",何もいらない心臓が煩かった　歩くたび息が詰まった初めてバイトを逃げ出した音楽も生活も、もうどうでもよかったただ気に食わないものばかりが増えた八月某、月明かり、自転車で飛んで東伏見の高架橋、小平、富士見通りと商店街夜風が鼻を擽ぐった　この胸の痛みは気のせいだわかってた　わかった振りをした最低だ　最低だ僕の全部最低だ君を形に残したかった想い出になんてしてやるもんか最低だ　最低だ気持ちよくて仕方がないわ最低だってこの歌詞自体が人生、二十七で死ねるならロックンロールは僕を救った考えるのも辞めだ！どうせ死ぬんだから君も、何もいらない心臓が煩かった笑うほど喉が渇いた初めて心を売り出した狭心もプライドも、もうどうでもよかった気に食わない奴にも頭を下げた八月某、あの頃の景色を跨いだストックホルムの露天商、キルナ、ガムラスタンは石畳君だけを胸に仕舞ったこの空の青さも気の所為だ笑ってた、笑った顔のまま最低だ　傲慢だ　君もみんな貪欲だドラマチックな歌も愛もさぁ、馬鹿らしくて仕方がないわ知っていた　知っていた君の人生、君のものだ最低だっていくら叫ぼうがそうだ、きっとそうだあの世ではロックンロールが流れてるんだ賛美歌とか流行らない神様がいないんだから罪も過ちも犯罪も自殺も戦争もマイノリティも全部知らない最低だ　最低だ　別れなんて傲慢だ君の全てに頷きたいんだそんなの欺瞞と同じだ、エルマ最低だ　最低だ　愛おしくて仕方がないわドラマチックな夜で僕を悼みたい最低だ　最低だ　言葉なんて冗長だ君の人生は月明かりだ有りがちだなんて言わせるものか最低だ　最低だ　笑われたって仕方がないわ最低なんて語呂だけの歌詞だ人生、二十七で死ねるならロックンロールは僕を救った考えるのも辞めだ！どうせ死ぬんだから今も、愛も、過去も、夢も、思い出も、鼻歌も、薄い目も、夜霞も、優しさも、苦しさも、花房も、憂鬱も、あの夏も、この歌も、偽善も、夜風も、嘘も、君も、僕も、青天井も、何もいらないこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,花に亡霊,2020-04-22,"820,145",もう忘れてしまったかな夏の木陰に座ったまま、氷菓を口に放り込んで風を待っていたもう忘れてしまったかな　世の中の全部嘘だらけ本当の価値を二人で探しに行こうと笑ったこと忘れないように　色褪せないように形に残るものが全てじゃないように言葉をもっと教えて　夏が来るって教えて僕は描いてる　眼に映ったのは夏の亡霊だ風にスカートが揺れて　想い出なんて忘れて浅い呼吸をする、汗を拭って夏めくもう忘れてしまったかな夏の木陰に座った頃、遠くの丘から顔出した雲があったじゃないか君はそれを掴もうとして、馬鹿みたいに空を切った手で僕は紙に雲一つを書いて、笑って握って見せて忘れないように色褪せないように歴史に残るものが全てじゃないから今だけ顔も失くして言葉も全部忘れて君は笑ってる夏を待っている僕ら亡霊だ心をもっと教えて夏の匂いを教えて浅い呼吸をする忘れないように色褪せないように心に響くものが全てじゃないから言葉をもっと教えてさよならだって教えて今も見るんだよ夏に咲いてる花に亡霊を言葉じゃなくて時間を時間じゃなくて心を浅い呼吸をする、汗を拭って夏めく夏の匂いがするもう忘れてしまったかな夏の木陰に座ったまま、氷菓を口に放り込んで風を待っていたこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,花人局,2020-07-29,"125,674",さよならを置いて僕に花もたせ覚束ぬままに夜が明けて誰もいない部屋で起きたその温もり一つ残して昨日の夜のことは少しも覚えてないけれど他に誰かが居た、そんな気がただしている二日酔いが残る頭は回っちゃいないけれどわからないままでもまぁ、それはそれでも綺麗だ洗面台の歯ブラシ、誰かのコップ、棚の化粧水。覚えのない物ばかりだ枕は花の匂いがするさよならを置いて僕に花もたせ覚束ぬままに夜が明けて誰もいない部屋で起きるその温もり一つ残して昨日の夜のことはそこまで覚えてないけれど美人局を疑う、そんな気もしないでいる二日酔いも醒めた頭で考えていたけど、わからないままでもいいむしろその方がいい窓際咲くラベンダー、汚れたシンク、編み掛けのマフラー、覚えのない事ばかりだ部屋には春の匂いがする浮雲掴むような花人局誰も来ないまま日が暮れて夕陽の差した窓一つ何も知らない僕を残して昨日の夜のことも本当は少し覚えてるんだ貴方の居ない暮らし、それが続くことも今でもこの頭一つで考えているばかり花一つ持たせて消えた貴方のこと明日にはきっと戻ってくる何気ない顔で帰ってくる今にドアが開いて聞こえるごめんね、遅くなったって言葉だけをずっと待っている夕焼けをじっと待っている忘れてしまう前に花描け今日も一人また夜が来て誰もいない部屋で眠るその温もり、僕に残して馬鹿みたいに愛は花もたせこの部屋にもまた春が来て貴方のいない街を生きるその温もり、僕に残して僕にひとつ、花を残して言葉だけをずっと待っている夕焼けをじっと待っているこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,春泥棒,2021-01-09,"314,127",高架橋を抜けたら雲の隙間に青が覗いた最近どうも暑いからただ風が吹くのを待ってた木陰に座る何か頬に付く見上げれば頭上に咲いて散るはらり、僕らもう息も忘れて瞬きさえ億劫さぁ、今日さえ明日過去に変わるただ風を待つだから僕らもう声も忘れてさよならさえ億劫ただ花が降るだけ晴れり今、春吹雪次の日も待ち合わせ花見の客も少なくなった春の匂いはもう止む今年も夏が来るのか高架橋を抜けたら道の先に君が覗いた残りはどれだけかなどれだけ春に会えるだろう川沿いの丘、木陰に座るまた昨日と変わらず今日も咲く花に、僕らもう息も忘れて瞬きさえ億劫花散らせ今吹くこの嵐はまさに春泥棒風に今日ももう時が流れて立つことさえ億劫花の隙間に空、散れりまだ、春吹雪今日も会いに行く木陰に座る溜息を吐く花ももう終わる明日も会いに行く春がもう終わる名残るように時間が散っていく愛を歌えば言葉足らず踏む韻さえ億劫花開いた今を言葉如きが語れるものかはらり、僕らもう声も忘れて瞬きさえ億劫花見は僕らだけ散るなまだ、春吹雪あともう少しだけもう数えられるだけあと花二つだけもう花一つだけただ葉が残るだけ、はらり今、春仕舞いこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,春ひさぎ,2020-06-03,"151,977",大丈夫だよ大丈夫寝てれば何とかなるしどうしたんだいそんな顔してさぁ別にどうともないよ駅前で愛を待ち惚け他にすることもないし不誠実の価値も教えてほしいわ言勿れ　愛など忘れておくんなまし苦しい事だって何でも教えておくれ左様な蜻蛉の一つが善いなら忘れた方が増し詮の無いことばかり聞いてられないわ言いたくないわ大丈夫どれだけも吐いても言葉は言い足りないしどうしたんだいあんたにわかるかいこの憂いが玄関で愛を待ち惚け囁く声で喘いで後悔の悔を教えてほしいわ陽炎や　今日などどうか忘れておくんなまし悲しい事無しの愛だけ歌っておくれ終いは口付け一つが善いのも言わない方が増し詮の無いことでも忘れられないわ知りたくないわ陽炎や　今日などいつか忘れてしまうのでしょう？苦しいの左様な躊躇いの一つが愛なら知らない方が増し詮の無いことだって聞かせてもっと言勿れ　明日など忘れておくんなまし苦しい事だって何度も教えておくれ無粋な蜻蛉の一つでいいから、溺れるほどに欲しい詮の無いことだって聞かせてもっと愛して欲しいわこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,爆弾魔,2018-05-09,"172,747",死んだ眼で爆弾片手に口を開くさよならだ人類、みんな吹き飛んじまえ泣いた顔で爆弾片手　夜が苦しい安っぽいナイトショーのワンシーンみたいな夢が見たい今日も出来ませんでした今日もやれませんでした青春の全部を爆破したい君のことを歌にしたいこの日々を爆破して心ごと爆破してずるいよ、優しさってやつちらつかせてさ　ずるいよ全部この部屋を爆破したい夢がなきゃ生きられないだから今、さよならだ吹き飛んじまえ死んだ目で爆弾片手に街を歩く誰も見向きもしないんだ　爆弾を翳したとてずっと泣けませんでしたずっと笑えませんでした青春の全部に君がいる風が吹けば花が咲くあの夏を爆破して思い出を爆破して酷いよ、君自身は黙って消えたくせに酷いよ全部この街を爆破したいこのままじゃ生きられないだから今、さよならだ吹き飛んじまえもっと笑えばよかったずっと戻りたかった青春の全部に散れば咲け散れば咲けよ百日紅この日々を爆破して心ごと爆破して辛くてもいい　苦しさも全部僕のものだ　わかってるんだこの星を爆破したい君を消せるだけでいい今しかない、いなくなれこの日々を爆破して心ごと爆破してずるいよ、優しさってやつちらつかせてさ　ずるいよ全部この夜を爆破したい君だけを覚えていたいだから今、さよならだ吹き飛んじまえこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,パレード,2019-04-10,"186,836",身体の奥　喉の真下心があるとするなら君はそこなんだろうからずっと前からわかっていたけど歳取れば君の顔も忘れてしまうからさ身体の奥　喉の中で　言葉が出来る瞬間を僕は知りたいからこのまま夜が明けたら乾かないように想い出を失くさないようにこの歌を忘れないで　もうちょっとだけでいい一人ぼっちのパレードをずっと前から思ってたけど君の指先の中にはたぶん神様が住んでいる今日、昨日よりずっと前から、ずっとその昔の昔から。わかるんだ身体の奥　喉の真下君の書く詩を　ただ真似る日々を忘れないように君のいない今の温度を乾かないような想い出で失くせないでいたこの歌でもう少しでいい　もうちょっとだけでいい一人ぼっちのパレードをこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,ヒッチコック,2018-05-09,"913,823",「雨の匂いに懐かしくなるのは何でなんでしょうか。夏が近づくと胸が騒めくのは何でなんでしょうか。人に笑われたら涙が出るのは何でなんでしょうか。それでもいつか報われるからと思えばいいんでしょうか。」さよならって言葉でこんなに胸を裂いて今もたった数瞬の夕焼けに足が止まっていた「先生、人生相談です。この先どうなら楽ですか。そんなの誰もわかりはしないよなんて言われますか。ほら、苦しさなんて欲しいわけない。何もしないで生きていたい。青空だけが見たいのは我儘ですか。」「胸が痛んでも嘘がつけるのは何でなんでしょうか。悪い人ばかりが得をしてるのは何でなんでしょうか。幸せの文字が￥を含むのは何でなんでしょうか。一つ線を抜けば辛さになるのはわざとなんでしょうか。」青春って値札が背中に貼られていてヒッチコックみたいなサスペンスをどこか期待していた「先生、どうでもいいんですよ。生きてるだけで痛いんですよ。ニーチェもフロイトもこの穴の埋め方は書かないんだ。ただ夏の匂いに目を瞑って、雲の高さを指で描こう。想い出だけが見たいのは我儘ですか。」「ドラマチックに人が死ぬストーリーって売れるじゃないですか。花の散り際にすら値が付くのも嫌になりました。先生の夢は何だったんですか。大人になると忘れちゃうものなんですか。」「先生、人生相談です。この先どうなら楽ですか。涙が人を強くするなんて全部詭弁でした。あぁ、この先どうでもいいわけなくて、現実だけがちらついて、夏が遠くて。これでも本当にいいんですか。このまま生きてもいいんですか。そんなの君にしかわからないよなんて言われますか。ただ夏の匂いに目を瞑りたい。いつまでも風に吹かれたい。青空だけが見たいのは我儘ですか。」あなただけを知りたいのは我儘ですかこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,昼鳶,2020-07-29,"106,800",器量、才覚、価値観骨の髄まで全部妬ましい心全部満たしたい嫉む脳裏は舌打ちばかり誇大広告勝り、世は死に体の音楽ばかり君の全部妬ましい浅ましいこの心根が疼くばかりつまらないものだけが観たいのさ夜の全部が僕は欲しいただやるせないから歌にしたいこの渇きを言い訳にさぁ夜景、ダイヤの光、笑みで住宅街を見下し素晴らしきその暮らしさぁ幸せはお幾らばかり？この妬みは疎ましいばかりつまらないものだけが観たいのさ他人の全部を馬鹿にして忘れたいのに胸が痛いただ何も無いから僕は欲しいつまらないものだけが観たいのさ君の全部が僕は欲しいただ何も無いから僕は欲しいこの渇きを言い訳にさぁこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,負け犬にアンコールはいらない,2018-05-09,"214,166",大人になりたくないのに何だかどんどん擦れてしまってって青春なんて余るほどないけどもったいないから持っていたいのです「死ぬほどあなたを愛してます」とかそう言う奴ほど死ねません会いたい好きです堪りませんとか誰でも良いのに言っちゃってんのがさ、わかんないねもう一回、もう一歩だって歩いたら負けだつまらないって口癖が、僕の言い訳みたいじゃないかもう一回、もうこんな人生なんかは捨てたい夏のバス停で君を待っていたいんだ負け犬だからさ想い出しかないんだ逃げるは恥だが役に立つとかいうけど正直立てません大人になりたくないのにいつから笑顔が上手になったんだ人生なんて余るほどないし友達なんかはいりません最低限の荷物を固めてあなたに会いに行こうと思いました堪んないね5！ 4！ 3！ 2！ HOWL！もう一回、もう一個だって落としても死ねない負け続けても笑った君が白痴みたいじゃないかもう一生、後悔したくない僕らは吠えたい負け犬が吠えるように生きていたいんだ君のそんな顔なんか見たくもないんだ人生に名前をつけるなら希望って言葉は違うだろもう何年待っているんだろう、わからないか君以外はどうでもいいんだよそれだけはわかっていたんだろもう一回、もう一歩だって歩いても言えない所詮音楽が響くか　何もかもが言い足るものかもう一回、僕たちにもうアンコールなどいらない吠え面かけよ偽善者もう一回、もう一歩だって歩いたら負けだ世界平和でも歌うか　早く全部を救えよ愛とやらでもういい、もうこんな人生全部を賭けたい負け犬なりに後悔ばっか歌ってまた夢に負けて、昨日を愛おしんでこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,又三郎,2021-06-07,"74,797",水溜りに足を突っ込んで貴方は大きなあくびをする酷い嵐を呼んで欲しいんだこの空も吹き飛ばすほどの風を待っていたんだ何もない生活はきっと退屈過ぎるから風を待っていたんだ風を待っていたんだ吹けば青嵐言葉も飛ばしてしまえ誰も何も言えぬほど僕らを呑み込んでゆけどっどど　どどうど風を呼ぶって本当なんだね目を丸くした僕がそう聞いたからぶっきらぼうに貴方は言った「何もかも思いのままだぜ」風を待っていたんだ型に合った社会は随分窮屈すぎるからそれじゃもっと酷い雨をこの気分も飛ばす風を吹けば青嵐何もかも捨ててしまえ今に僕らこのままじゃ誰かも忘れてしまう青い胡桃も吹き飛ばせ酸っぱいかりんも吹き飛ばせもっと大きく　酷く大きくこの街を壊す風を吹けよ青嵐何もかも捨ててしまえ悲しみも夢も全て飛ばしてゆけ、又三郎行けば永い道言葉が貴方の風だ誰も何も言えぬほど僕らを呑み込んでゆけどっどど　どどうどこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,Make-up Shadow,2019-11-27,"44,194",初めての口紅の唇の色に恥じらいを気づかせる大人びた世界あけすけにのぞき込む星達と月に物憂げなまなざしの誘惑のリズムあこがれは鮮やかなランブリングサマーシャドウに夢みているだけ、笑って映画の夢それはパラダイス、ハリウッド誰かにバッタリ、恋がめばえたりなにかが今日はリアルでシュールな青いシャドウに二匹の豹のサファイヤルビーのあの口づけ、秘め事にMake-up ShadowにMake-up ShadowにMake-up夢見てるいるだけのまなざしの奥にあやしげな色あいを忍ばせる世界愛し合い見つめ合う思惑と謎が音もなく混ざり合う永遠のリズム黄昏は様々なロンリーサマーシャドウに見とれているだけ、決まってデートの雨、それはメルヘン、Hard Rain彼氏を待ったり、彼に出会ったりなにかが今日もリアルでシュールな青いシャドウにどこか卑怯なイライザブルーのあの輝き、瞳の魅力のようなミクロ微粒子の淡いシャドウに二匹の豹のサファイヤルビーのあの口づけ、秘め事にMake-up ShadowにMake-up ShadowにMake-up Shadowにこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,夜行,2020-03-04,"198,006",ねぇ、このまま夜が来たら、僕らどうなるんだろうね列車にでも乗って行くかい。僕は何処でもいいかな君はまだわからないだろうけど、空も言葉で出来てるんだそっか、隣町なら着いて行くよはらはら、はらはら、はらり晴るる原　君が詠む歌や　一輪草他には何にもいらないから波立つ夏原、涙尽きぬまま泣くや日暮は夕、夕、夕夏が終わって往くんだねそうなんだねねぇ、いつか大人になったら、僕らどう成るんだろうね何かしたいことはあるのかい。僕はそれが見たいかな君は忘れてしまうだろうけど思い出だけが本当なんだそっか、道の先なら着いて行くよさらさら、さらさらさらさら、さらさら花風、揺られや一輪草言葉は何にもいらないから君立つ夏原、髪は靡くまま、泣くや雨催い夕、夕、夕夏が終わって往くんだねそうなんだねそっか、大人になったんだねはらはら、はらはら、はらり晴るる原　君が詠む歌や　一輪草他には何にもいらないから波立つ夏原、涙尽きぬまま泣くや日暮は夕、夕、夕夏が終わって往くんだね僕はここに残るんだねずっと向こうへ往くんだねそうなんだねこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,憂一乗,2019-08-28,"110,509",湖の底にいるみたいだ呼吸の一つが喉に絡んだ気泡を吐き出して数秒、やっと足が着いた柔らかな泥の感触がしたずっとずっとずっとずっとずっと君を追っているだけでどうしようもないことばかり言いたかった睡蓮が浮いていた　水圧で透明だもう蜃気楼よりも確かならそれでいいよ適当でもいいから　目的とかいいからこのまま何処でもいいからさ、逃げよう湖の底にいるみたいだ濡れる鼓膜がくすぐったいんだ期待も将来も明日も何も聞きたくなかった口から溢れる泡ぶくが綺麗でずっとずっとずっとずっとずっと見惚れてしまっただけで心より大事なものを見つけたかった言葉って薄情だ　水圧で透明だなぁ、建前より綺麗なものを探してるんだそんなの忘れていいからもう、逃げようこんな自分ならいらない僕には何にもいらないお金も名声も愛も称賛も何にもいらないこのまま遠くに行きたい思い出の外に触りたいまた君の歌が聴きたいずっとずっとずっとずっとずっと君を追っているだけでどうしようもないことだけ歌いたかった睡蓮が浮いていた　水圧で透明だもう蜃気楼よりも確かならそれでいいよこのまま何処でもいいからさ、本当は全部置いてただ逃げ出したいだけだった人生は透明だ　水圧で透明だもう蜃気楼よりも確かならそれでいいよ適当でもいいから　目的とかいいからこのまま何処でもいいからさ、逃げようこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,夕凪、某、花惑い,2019-08-28,"127,897",夏になる前にこの胸に散る花火を書いた夜が来るから明後日の方ばかりを見てる口に出してもう一回八月某日を思い出して僕には言い足りないことばかりだギターを鳴らして二小節この歌の歌詞は380字ロックンロールを書いたあの夏ばっか歌っていたさよならだけじゃ足りない君に茜差す日々の歌を思い出すだけじゃ足りないのさ花泳ぐ　夏を待つ君は言葉になる忘れないようにあの夏に見た花火を書いた想い出の僕ら、夜しか見えぬ幽霊みたいだ何にも良いことないんだこの世は僕には難解だった君が教えなかったことばかりだピアノを弾いてたホールあのカフェももう無いんだ僕らを貶す奴らを殺したい君ならきっと笑ってくれるこのままじゃまだ足りない僕ら花惑う風の中を思い出すほどに苦しいのさ夏が来る　夢を見る心に穴が空く唄歌うだけじゃ足りない君に茜差す日々の歌を美しい夜が知りたいのだ花惑う　夏を待つ僕に差す月明かりこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,夜紛い,2019-04-10,"131,764",等身大を歌うとかそんなのどうでもいいから他人よりも楽に生きたい　努力はしたくない俯いたまま歩くから空の青さがわからない君の写真を見ていただけがらんどうの心が夕陽の街を歩いてく銃身よりも重いと引き攣ったその嘘の分だけ人生ごとマシンガン、消し飛ばしてもっと心臓すら攫って　ねぇ、さよなら一言で悲しいことを消したい嬉しいことも消したい心を消したい君に一つでいい、ただ穴を開けたい名もない花が綺麗とかそんなのどうでもいいから貧しい心を消したい　バイトはしたくない俯いたまま話すから人の気持ちがわからない君の写真を見ていただけライブハウスの中で等身大を歌ってる金にもならないような歌なんか歌いやがってさ、馬鹿みたいだな人生とはマシンガン　そんなことを言いたいリフレインごと歌って　ねぇ、その喉から全て切ない歌を消したい　優しい歌も消したい聞くだけで痛い　僕に一つでいい人生ごとマシンガン　消し飛ばしてもっと苦しいんだと笑って　ねぇ、さよなら一言で君が後生抱えて生きていくような思い出になりたい　見るだけで痛いようなただ一つでいい　君に一つでいい風穴を開けたいこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,レプリカント,2020-07-29,"99,577",君は映画をずっと観ている誰一人もいない劇場で今思えばチープなセットで人のよく死ぬSF映画いつか世界が真面になって、人の寿命さえ随分伸びて、死ねない世界になればいいのにねそしたら心以外は偽物だ言葉以外は偽物だ神様だって作品なんだから僕ら皆レプリカだいつか季節が過ぎ去って冷たくなって年老いてその時に僕は映画をずっと観ているつまらないほどに薄い映画席を立ってからやっと気付くこれは僕を描いたドラマだいつか僕らは大人になって、手に入れるものも大きくなった次は愛でも買えればいいのにねあんたの価値観なんて偽物だ思い出だって偽物だ心は脳の信号なんだから愛も皆レプリカだいつか季節が過ぎ去って思い出ばかりが募ってその時に満たされるならそれで良かった歌を歌うのに理由も無いわ他人の為に生きられないさよなら以外全部塵人を呪う歌が描きたいそれで誰かを殺せればいいぜ夏の匂いに胸が詰まっていた僕らの心以外は偽物だ言葉以外は偽物だこの世の全部は主観なんだから君も皆レプリカださよならだって投げ出してこのまま遠く逃げ出して言葉で全部表して心も愛も書き足してそれでも空は酷く青いんだからそれはきっと魔法だからいつか季節が過ぎ去って冷たくなって年老いてその時にやっとわかる僕もその青さがわかるこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
0,老人と海,2021-08-18,"72,035",靴紐が解けてる　木漏れ日は足を舐む息を吸う音だけ聞こえてる貴方は今立ち上がる　古びた椅子の上から柔らかい麻の匂いがする遥か遠くへ　まだ遠くへ僕らは身体も脱ぎ去ってまだ遠くへ　雲も越えてまだ向こうへ風に乗って僕の想像力という重力の向こうへまだ遠くへ　まだ遠くへ海の方へ靴紐が解けてる　蛇みたいに跳ね遊ぶ貴方の靴が気になる僕らは今歩き出す　潮風は肌を舐む手を引かれるままの道さぁまだ遠くへ　まだ遠くへ僕らはただの風になってまだ遠くへ　雲も越えてまだ向こうへ風に乗って　僕ら想像力という縛りを抜け出してまだ遠くへ　まだ遠くへ　海の方へ靴紐が解けてる　僕はついにしゃがみ込む鳥の鳴く声だけ聞こえてる肩をそっと叩かれてようやく僕は気が付く海がもう目の先にあるあぁまだ遠くへ　まだ遠くへ僕らは心だけになってまだ遠くへ　海も越えてまだ向こうへ風に乗って　僕の想像力という重力の向こうへまだ遠くへ　まだ遠くへ海の方へ僕らは今靴を脱ぐ　さざなみは足を舐む貴方の眼は遠くを見るライオンが戯れるアフリカの砂浜は海のずっと向こうにあるこの歌詞をマイ歌ネットに登録 >このアーティストをマイ歌ネットに登録 >
